vehicle,ramp,hf_lf_le,air_conditioner,place_for_transp_bicycles,voice_announcement_sys,ticket_machine,ticket_sales_by_the_driver,usb_charger
4318,1,1,1,0,1,0,0,1
4319,1,1,1,0,1,0,0,1
4320,1,1,1,0,1,0,0,1
4321,1,1,1,0,1,0,0,1
5002,1,1,1,0,1,0,0,1
5003,1,1,1,0,1,0,0,1
5008,1,1,1,0,1,0,0,0
5012,1,1,1,0,1,0,0,0
5017,1,1,1,0,1,0,0,0
5019,1,1,1,0,1,0,0,0
5020,1,1,1,0,1,0,0,0
5021,1,1,1,0,1,0,0,0
5022,1,1,1,0,1,0,0,0
5023,1,1,1,0,1,0,0,0
5027,1,1,1,0,1,0,0,0
5028,1,1,1,0,1,0,0,0
5029,1,1,1,0,1,0,0,0
5034,1,1,1,0,1,0,0,0
5039,1,1,1,0,1,0,0,0
5040,1,1,1,0,1,0,0,0
5047,1,1,1,0,1,0,0,0
5048,1,1,1,0,1,0,0,0
5049,1,1,1,0,0,0,0,0
5051,1,1,1,0,1,0,0,0
5052,1,1,0,1,0,0,0,0
5053,1,1,0,1,0,0,0,0
5056,1,1,1,1,1,0,0,1
5057,1,1,1,1,1,0,0,1
5059,1,1,1,0,1,0,0,0
5062,1,1,1,0,1,0,0,0
5063,1,1,1,0,1,0,0,0
5070,1,1,1,0,1,0,0,0
5086,1,1,1,0,1,0,0,0
5092,1,1,1,0,1,0,0,0
5093,1,1,1,0,1,0,0,0
5097,1,1,1,1,1,0,0,1
5098,1,1,1,1,1,0,0,1
5099,1,1,1,1,1,0,0,1
6050,1,1,1,1,1,0,0,0
6051,1,1,1,1,1,0,0,0
6052,1,1,1,1,1,0,0,0
6053,1,1,1,1,1,0,0,0
6054,1,1,1,1,1,0,0,0
6055,1,1,1,1,1,0,0,0
6056,1,1,1,1,1,0,0,0
6057,1,1,1,1,1,0,0,0
6058,1,1,1,1,1,0,0,0
6059,1,1,1,1,1,0,0,0
6060,1,1,1,1,1,0,0,0
6061,1,1,1,1,1,0,0,0
6062,1,1,1,1,1,0,0,0
6063,1,1,1,1,1,0,0,0
6064,1,1,1,1,1,0,0,0
6065,1,1,1,1,1,0,0,0
6066,1,1,1,1,1,0,0,0
6067,1,1,1,1,1,0,0,0
6068,1,1,1,1,1,0,0,0
6103,1,1,0,1,0,0,0,0
6124,0,1,1,1,0,0,0,0
6130,0,1,0,0,0,0,0,0
6132,1,1,1,0,0,0,0,0
6133,1,1,1,0,0,0,0,0
6134,1,1,1,0,0,0,0,0
6135,1,1,1,1,0,0,0,0
6137,1,1,1,1,0,0,0,0
6138,1,1,1,0,0,0,0,0
6139,1,1,1,0,0,0,0,0
6140,1,1,1,0,0,0,0,0
6141,1,1,1,0,0,0,0,0
6142,1,1,1,0,0,0,0,0
7001,1,1,0,1,1,0,0,0
7002,1,1,0,1,1,0,0,0
7003,1,1,0,1,1,0,0,0
7004,1,1,0,1,1,0,0,0
7005,1,1,0,1,1,0,0,0
7006,1,1,1,1,0,0,0,0
7007,1,1,1,1,0,0,0,0
7008,1,1,1,0,1,0,0,0
7009,1,1,0,0,1,0,0,0
7010,1,1,0,0,1,0,0,0
7011,1,1,1,1,1,0,0,0
7012,1,1,1,1,1,0,0,1
7013,1,1,1,1,1,0,0,1
7014,1,1,1,1,1,0,0,1
7015,1,1,0,1,1,0,0,0
7016,1,1,1,0,1,0,0,0
7017,1,1,1,1,1,0,0,0
7018,1,1,1,0,1,0,0,0
7019,1,1,1,0,1,0,0,1
7020,1,1,1,0,1,0,0,1
7021,1,1,1,0,1,0,0,1
7022,1,1,1,1,1,0,0,1
7023,1,1,1,0,1,0,0,0
7024,1,1,1,0,1,0,0,0
7025,1,1,1,1,1,0,0,1
7026,1,1,1,0,1,0,0,1
7027,1,1,1,0,1,0,0,1
7030,1,1,1,0,1,0,0,1
7031,1,1,1,1,1,0,0,1
7032,1,1,1,1,1,0,0,1
7033,1,1,1,1,1,0,0,1
7034,1,1,1,0,1,0,0,1
7035,1,1,1,0,1,0,0,1
7036,1,1,1,1,1,0,0,1
7037,1,1,1,1,1,0,0,1
7038,1,1,1,1,1,0,0,1
8000,1,1,1,0,1,0,0,1
8001,1,1,1,0,1,0,0,1
8002,1,1,1,0,1,0,0,1
8003,1,1,1,0,1,0,0,1
8004,1,1,1,0,1,0,0,1
8005,1,1,1,0,1,0,0,1
8006,1,1,1,0,1,0,0,1
8007,1,1,1,0,1,0,0,1
8009,1,1,1,0,1,0,0,1
8010,1,2,1,0,0,0,0,1
8011,1,1,1,0,0,0,0,1
8013,1,1,1,0,0,0,0,1
8014,1,1,1,0,0,0,0,1
8015,1,1,1,0,0,0,0,1
8017,1,1,1,0,1,0,0,1
8018,1,1,1,0,1,0,0,1
8027,1,1,1,0,1,0,0,1
8030,1,1,1,0,1,0,0,1
8032,1,1,1,0,0,0,0,1
8033,1,1,1,0,1,0,0,1
8035,1,1,1,0,1,0,0,1
8036,1,1,1,0,1,0,0,1
8039,1,1,1,0,1,0,0,1
8040,1,1,1,0,1,0,0,1
8041,1,1,1,0,1,0,0,1
8042,1,1,1,0,1,0,0,1
8043,1,1,1,0,1,0,0,1
8044,1,1,1,0,1,0,0,1
8045,1,1,1,0,1,0,0,1
8046,1,1,1,0,1,0,0,1
8047,1,1,1,0,1,0,0,1
8053,1,1,1,0,0,0,0,1
8054,1,1,1,0,0,0,0,1
8057,1,1,1,0,0,0,0,1
8058,1,1,1,0,0,0,0,1
8059,1,1,1,0,0,0,0,1
8060,1,1,1,0,0,0,0,1
8062,1,1,1,0,1,0,0,1
8064,1,1,1,0,0,0,0,1
8091,1,1,1,0,1,0,0,1
8151,1,1,1,0,1,0,0,1
8310,1,1,0,0,1,0,0,1
8311,1,1,1,0,1,0,0,1
8312,1,1,0,0,1,0,0,1
8313,1,1,1,0,0,0,0,1
8314,1,1,1,0,0,0,0,1
8315,1,1,1,0,0,0,0,1
8316,1,1,0,0,0,0,0,1
8318,1,1,1,0,0,0,0,1
8319,1,1,0,0,0,0,0,1
8320,1,1,0,0,1,0,0,1
8321,1,1,0,0,0,0,0,1
8322,1,1,0,0,1,0,0,1
8323,1,1,0,0,0,0,0,1
8324,1,1,0,0,0,0,0,1
8325,1,1,1,0,0,0,0,1
8326,1,1,0,0,0,0,0,1
8327,1,1,1,0,1,0,0,1
8328,1,1,1,0,1,0,0,1
8341,1,1,1,0,1,0,0,1
8350,1,1,1,0,1,0,0,1
8351,1,1,1,0,1,0,0,1
8352,1,1,1,0,1,0,0,1
8353,1,1,1,0,1,0,0,1
8354,1,1,1,0,1,0,0,1
8355,1,1,1,0,1,0,0,1
8382,1,1,1,1,1,0,0,0
9101,1,1,1,0,1,0,0,0
9102,1,1,1,1,1,0,0,0
9103,1,1,1,1,1,0,0,0
9104,1,1,1,1,1,0,0,0
9105,1,1,1,0,0,0,0,0
9106,1,1,1,0,1,0,0,0
9107,1,1,1,1,1,0,0,0
9108,1,1,1,0,1,0,0,0
9109,1,1,1,0,1,0,0,0
9110,1,1,1,0,1,0,0,0
9111,1,1,1,0,1,0,0,1
9114,1,1,1,0,1,0,0,0
9115,1,1,1,1,1,0,0,1
9116,1,1,1,0,1,0,0,0
9117,1,1,1,0,1,0,0,0
9118,1,1,1,0,1,0,0,0
9120,1,1,1,0,0,0,0,0
9121,1,1,1,0,0,0,0,0
9122,1,1,1,0,1,0,0,0
9124,1,1,1,0,0,0,0,0
